# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
103 0.376043466 0.926393657 0.013873404 -0.013915156 1.113720456 9.513045435 22.117426472 103 Original_mid-3.jpg

104 0.780069271 0.624293172 0.026955353 -0.031990260 -0.332114213 10.065888857 16.032762464 104 Original_mid-30.jpg

105 0.624043098 0.778609692 0.046306428 -0.046828134 -0.437260763 9.969748207 24.136563569 105 Original_mid-31.jpg

106 -0.034976512 -0.046245335 0.845726209 -0.530457530 0.853659678 8.421012737 18.343707514 106 Original_mid-32.jpg

107 -0.223517861 -0.343274930 0.774623680 -0.481830097 0.946939102 8.513664459 18.258346886 107 Original_mid-33.jpg

108 -0.300641259 -0.462264109 0.704627782 -0.446571849 1.115713976 9.010282116 17.578340462 108 Original_mid-34.jpg

109 -0.260552838 -0.402378765 0.745211395 -0.463533737 1.158555274 8.555181029 18.160399067 109 Original_mid-35.jpg

110 0.121759333 0.207863385 0.827628627 -0.506950030 0.057427411 7.584757106 19.585907517 110 Original_mid-36.jpg

111 -0.049148767 -0.070135565 0.844096079 -0.529308238 0.143652254 8.472680120 18.247430895 111 Original_mid-37.jpg

112 0.324423200 0.296016814 -0.604013002 0.665050319 1.097300500 8.118031173 13.374983587 112 Original_mid-38.jpg

113 0.766608656 0.641727281 0.014216660 -0.017179979 -0.711946859 9.564796920 18.276690627 113 Original_mid-39.jpg

114 0.376572095 0.925559492 -0.038394955 0.007675427 0.777753388 9.399357096 22.260505813 114 Original_mid-4.jpg

115 0.766702939 0.641466990 0.017198874 -0.019771264 -1.496354958 9.639416515 18.455017463 115 Original_mid-40.jpg

116 -0.140463877 -0.213204988 0.820371544 -0.511667922 0.501611951 8.430948664 18.381744706 116 Original_mid-41.jpg

117 0.764828511 0.640110303 -0.045507080 0.056791320 -0.145132531 9.472004221 17.523598501 117 Original_mid-42.jpg

118 0.771259327 0.624006153 -0.078368222 0.098151889 -0.913452392 10.006125175 16.711521853 118 Original_mid-43.jpg

119 0.763017913 0.617443566 -0.119841239 0.149014039 0.013663453 9.961780831 16.370706474 119 Original_mid-44.jpg

120 -0.139131507 -0.110630367 -0.624140779 0.760822998 0.302133759 10.328194227 16.254408266 120 Original_mid-45.jpg

121 -0.057186140 -0.044985610 -0.633114184 0.770631215 -0.826312349 10.180056581 15.808161994 121 Original_mid-46.jpg

122 0.168374392 0.147052218 -0.635695259 0.738862130 -0.181298167 9.714446249 18.448429180 122 Original_mid-47.jpg

123 0.263504718 0.239974082 -0.628510997 0.691340459 -0.138303554 8.336028599 15.382957701 123 Original_mid-48.jpg

124 0.222773802 0.203339927 -0.641266335 0.705550987 0.515336323 8.300532526 15.305828530 124 Original_mid-49.jpg

125 0.356895894 0.888840654 0.263374959 -0.114983671 0.605724671 8.889638842 22.778948036 125 Original_mid-5.jpg

126 0.730484889 0.624167435 -0.179584124 0.211083830 -0.719165538 9.670951230 17.832299466 126 Original_mid-50.jpg

127 0.753327951 0.639843340 -0.098691109 0.115574928 0.032501331 9.808996053 17.922735941 127 Original_mid-51.jpg

128 0.724749456 0.541371508 0.257445410 -0.339671867 -0.539170680 7.700885921 7.475445517 128 Original_mid-52.jpg

129 0.705782322 0.527444318 0.285307784 -0.377191296 -0.591631854 7.785028079 7.736361822 129 Original_mid-53.jpg

130 -0.273504847 -0.198358562 -0.559574837 0.756785955 -0.536636499 8.373942498 9.054931060 130 Original_mid-54.jpg

131 -0.203523966 -0.146421568 -0.575170809 0.778663766 -0.163458659 8.362084034 9.118726570 131 Original_mid-55.jpg

132 0.424275142 0.311728420 -0.505138882 0.683849915 1.070333537 7.960955927 7.624651787 132 Original_mid-56.jpg

133 -0.017477210 -0.009644579 -0.594754912 0.803659209 0.481496654 8.365222473 8.958276428 133 Original_mid-57.jpg

134 0.600310508 0.452479332 -0.396937142 0.526621926 0.780373173 8.003594872 7.751261749 134 Original_mid-58.jpg

135 0.575743241 0.433376283 -0.417231685 0.553734990 0.626455599 7.982569704 7.635829831 135 Original_mid-59.jpg

136 0.364321740 0.903087772 0.207711995 -0.092508771 0.731232449 9.205017135 22.539803971 136 Original_mid-6.jpg

137 0.776682150 0.591320896 -0.130599519 0.173344170 -0.260676190 8.222454475 8.636470105 137 Original_mid-60.jpg

138 0.771520049 0.586880579 -0.147857230 0.196128120 0.066911116 8.221648962 8.587294937 138 Original_mid-61.jpg

139 0.764966800 0.576256528 -0.173053008 0.229797445 -0.419922157 8.136656263 8.515786343 139 Original_mid-62.jpg

140 0.639283892 0.766670978 0.043774636 -0.040193258 -0.364718640 9.835472369 23.803543779 140 Original_mid-63.jpg

141 0.412256991 0.518963673 0.581571167 -0.471694666 -0.852053201 10.069211732 23.103158281 141 Original_mid-64.jpg

142 0.076385922 0.185376180 0.895278774 -0.397840143 0.275108994 8.295175821 24.944196379 142 Original_mid-65.jpg

